"Type","Entrypoint","Parent Class","Manifest Access Control"
"SERVICE","com.android.server.timedetector.TimeDetectorService.suggestTime(Landroid/app/timedetector/TimeSignal;)V","Lcom/android/server/timedetector/TimeDetectorService"
"SERVICE","com.android.server.wifi.rtt.RttServiceImpl.cancelRanging(Landroid/os/WorkSource;)V","Lcom/android/server/wifi/rtt/RttServiceImpl"
"SERVICE","com.android.server.wifi.rtt.RttServiceImpl.isAvailable()Z","Lcom/android/server/wifi/rtt/RttServiceImpl"
"SERVICE","com.android.server.wifi.rtt.RttServiceImpl.startRanging(Landroid/os/IBinder;Ljava/lang/String;Landroid/os/WorkSource;Landroid/net/wifi/rtt/RangingRequest;Landroid/net/wifi/rtt/IRttCallback;)V","Lcom/android/server/wifi/rtt/RttServiceImpl"
"SERVICE","com.android.server.restrictions.RestrictionsManagerService$RestrictionsManagerImpl.createLocalApprovalIntent()Landroid/content/Intent;","Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl"
"SERVICE","com.android.server.restrictions.RestrictionsManagerService$RestrictionsManagerImpl.getApplicationRestrictions(Ljava/lang/String;)Landroid/os/Bundle;","Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl"
"SERVICE","com.android.server.restrictions.RestrictionsManagerService$RestrictionsManagerImpl.hasRestrictionsProvider()Z","Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl"
"SERVICE","com.android.server.restrictions.RestrictionsManagerService$RestrictionsManagerImpl.notifyPermissionResponse(Ljava/lang/String;Landroid/os/PersistableBundle;)V","Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl"
"SERVICE","com.android.server.restrictions.RestrictionsManagerService$RestrictionsManagerImpl.requestPermission(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Landroid/os/PersistableBundle;)V","Lcom/android/server/restrictions/RestrictionsManagerService$RestrictionsManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.addPrintJobStateChangeListener(Landroid/print/IPrintJobStateChangeListener;II)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.addPrintServiceRecommendationsChangeListener(Landroid/printservice/recommendation/IRecommendationsChangeListener;I)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.addPrintServicesChangeListener(Landroid/print/IPrintServicesChangeListener;I)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.cancelPrintJob(Landroid/print/PrintJobId;II)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.createPrinterDiscoverySession(Landroid/print/IPrinterDiscoveryObserver;I)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.destroyPrinterDiscoverySession(Landroid/print/IPrinterDiscoveryObserver;I)V","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.getBindInstantServiceAllowed(I)Z","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.getCustomPrinterIcon(Landroid/print/PrinterId;I)Landroid/graphics/drawable/Icon;","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.getPrintJobInfo(Landroid/print/PrintJobId;II)Landroid/print/PrintJobInfo;","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
"SERVICE","com.android.server.print.PrintManagerService$PrintManagerImpl.getPrintJobInfos(II)Ljava/util/List;","Lcom/android/server/print/PrintManagerService$PrintManagerImpl"
